feedimportid,Year,HS_ITEM,TYPE,COUNTRY,QUANTITY_KG,PORT_VALUE,Unit_Value,DESCRIPTION
1,2004,23099030,IMPORTS,GUYANA,19759,38620,1.9546,POULTRY FEED, PREPA
2,2005,23099030,IMPORTS,TRINIDAD AND TOBAGO,74506,143781,1.9298,POULTRY FEED, PREPARED 
3,2006,23099030,IMPORTS,NETHERLAN,93,3789,40.7419,POULTRY FEED
4,2007,23099030,IMPORTS,USA,13822,153341,11.094,POULTRY FEED, P
5,2007,23099030,IMPORTS,FRANCE,2788,109654,39.3307,POULTRY FEED, P
6,2008,23099030,IMPORTS,USA,25021,187303,7.4858,POULTRY FEED, PREPARED  
7,2009,23099030,IMPORTS,FRANCE,8520,285081,33.4602,POULTRY FEED, PREPARED  
8,2009,23099030,IMPORTS,SURINAME,15579,62762,4.0286,POULTRY FEED, PREPARED  
9,2010,23099030,IMPORTS,SURINAME,95422,309402,3.2425,POULTRY FEED, PREPARED  
10,2010,23099030,IMPORTS,FRANCE,2435,96380,39.5811,POULTRY FEED, PREPARED  
11,2011,23099030,IMPORTS,NETHERLANDS,49,167,,POULTRY FEED, PREPARED
12,2011,23099030,IMPORTS,SURINAME,1800,6146.2,,POULTRY FEED, PREPARED
13,2011,23099030,IMPORTS,U. S. A.,1399,19886.19,,POULTRY FEED, PREPARED
14,2012,23099030,IMPORTS,NETHERLANDS,329,1156,,POULTRY FEED, PREPARED 
15,2012,23099030,IMPORTS,CANADA,2906,88351,,POULTRY FEED, PREPARED 
16,2012,23099030,IMPORTS,CANADA,3741,99818,,POULTRY FEED, PREPARED 
17,2013,23099030,IMPORTS,USA,110,3823,,POULTRY FEED, PREPARED 
18,2003,23099040,IMPORTS,USA,13812,98652,7.1425,CATTLE FEED, PREPARED
19,2004,23099040,IMPORTS,USA,10717,86639,8.0843,CATTLE FEED, PREPAR
20,2005,23099040,IMPORTS,USA,7915,55090,6.9602,CATTLE FEED, PREPARED 
21,2006,23099040,IMPORTS,USA,10622,100484,9.46,CATTLE FEED,
22,2007,23099040,IMPORTS,USA,10578,131178,12.401,CATTLE FEED, PR
23,2008,23099040,IMPORTS,USA,10940,128718,11.7658,CATTLE FEED, PREPARED  
24,2009,23099040,IMPORTS,USA,9373,89599,9.5593,CATTLE FEED, PREPARED  
25,2009,23099040,IMPORTS,SURINAME,1521,6129,4.0296,CATTLE FEED, PREPARED  
26,2010,23099040,IMPORTS,USA,16736,152417,9.1071,CATTLE FEED, PREPARED  
27,2011,23099040,IMPORTS,U. S. A.,7239,58103,,CATTLE FEED, PREPARED
28,2012,23099040,IMPORTS,USA,8612,87518,,CATTLE FEED, PREPARED 
29,2013,23099040,IMPORTS,,,,,CATTLE FEED, PREPARED 
30,2003,23099050,IMPORTS,USA,70488,380028,5.3914,PIG FEED, PREPARED
31,2004,23099050,IMPORTS,USA,90792,446148,4.914,PIG FEED, PREPARED
32,2005,23099050,IMPORTS,USA,54464,346700,6.3657,PIG FEED, PREPARED 
33,2006,23099050,IMPORTS,USA,55902,557207,9.9676,PIG FEED, PR
34,2006,23099050,IMPORTS,PUERTO RI,1813,17645,9.7325,PIG FEED, PR
35,2007,23099050,IMPORTS,USA,29951,257901,8.6108,PIG FEED, PREPA
36,2008,23099050,IMPORTS,USA,46055,364018,7.904,PIG FEED, PREPARED  
37,2009,23099050,IMPORTS,USA,46739,247094,5.2867,PIG FEED, PREPARED  
38,2010,23099050,IMPORTS,USA,26353,230971,8.7645,PIG FEED, PREPARED  
39,2011,23099050,IMPORTS,ST. VINCENT/GRENADINES,40139,421970.12,,PIG FEED, PREPARED
40,2011,23099050,IMPORTS,U. S. A.,32273,262280.21,,PIG FEED, PREPARED
41,2012,23099050,IMPORTS,USA,9432,95846,,PIG FEED, PREPARED 
42,2012,23099050,IMPORTS,USA,1235,12984,,PIG FEED, PREPARED 
43,2012,23099050,IMPORTS,FRANCE,5393,56695,,PIG FEED, PREPARED 
44,2013,23099050,IMPORTS,USA,1242,13057,,PIG FEED, PREPARED 
45,2003,23099060,IMPORTS,USA,60535,245046,4.048,OTHER ANIMAL FEED
46,2004,23099060,IMPORTS,USA,87840,411405,4.6836,OTHER ANIMAL FEED
47,2004,23099060,IMPORTS,NETHERLANDS,155,391,2.5226,OTHER ANIMAL FEED
48,2005,23099060,IMPORTS,USA,84901,465416,5.4819,OTHER ANIMAL FEED COMPLETE, PREPARED
49,2005,23099060,IMPORTS,NETHERLANDS,2850,9449,3.3154,OTHER ANIMAL FEED COMPLETE, PREPARED
50,2005,23099060,IMPORTS,TAIWAN,477,5727,12.0063,OTHER ANIMAL FEED COMPLETE, PREPARED
51,2006,23099060,IMPORTS,USA,223315,738347,3.3063,OTHER ANIMAL
52,2006,23099060,IMPORTS,NETHERLAN,5212,14360,2.7552,OTHER ANIMAL
53,2006,23099060,IMPORTS,CANADA,103,2386,23.165,OTHER ANIMAL
54,2007,23099060,IMPORTS,USA,330948,833522,2.5186,OTHER ANIMAL FE
55,2007,23099060,IMPORTS,NETHERLANDS,16410,42408,2.5843,OTHER ANIMAL FE
56,2008,23099060,IMPORTS,USA,565810,1871430,3.3075,OTHER ANIMAL FEED COMPLETE, PREPARED
57,2008,23099060,IMPORTS,CHINA,6892,122104,17.7168,OTHER ANIMAL FEED COMPLETE, PREPARED
58,2008,23099060,IMPORTS,NETHERLANDS,15646,50049,3.1988,OTHER ANIMAL FEED COMPLETE, PREPARED
59,2008,23099060,IMPORTS,CANADA,94,2739,29.1383,OTHER ANIMAL FEED COMPLETE, PREPARED
60,2009,23099060,IMPORTS,USA,716221,1753515,2.4483,OTHER ANIMAL FEED COMPLETE, PREPARED
61,2009,23099060,IMPORTS,NETHERLANDS,2406,6550,2.7224,OTHER ANIMAL FEED COMPLETE, PREPARED
62,2010,23099060,IMPORTS,USA,544511,1864099,3.4234,OTHER ANIMAL FEED COMPLETE, PREPARED
63,2010,23099060,IMPORTS,SURINAME,101678,253873,2.4968,OTHER ANIMAL FEED COMPLETE, PREPARED
64,2010,23099060,IMPORTS,NETHERLANDS,9200,24400,2.6522,OTHER ANIMAL FEED COMPLETE, PREPARED
65,2010,23099060,IMPORTS,CANADA,179,19228,107.419,OTHER ANIMAL FEED COMPLETE, PREPARED
66,2011,23099060,IMPORTS,CANADA,1246,6124.98,,OTHER ANIMAL FEED
67,2011,23099060,IMPORTS,NETHERLANDS,5630,19137.79,,OTHER ANIMAL FEED
68,2011,23099060,IMPORTS,SURINAME,267525,737436.13,,OTHER ANIMAL FEED
69,2011,23099060,IMPORTS,U. S. A.,680439,3180764.15,,OTHER ANIMAL FEED
70,2012,23099060,IMPORTS,NETHERLANDS,2808,9792,,OTHER ANIMAL FEED COMPLETE, PREPARED
71,2012,23099060,IMPORTS,USA,540586,2701709,,OTHER ANIMAL FEED COMPLETE, PREPARED
72,2013,23099060,IMPORTS,CANADA,28618,189956,,OTHER ANIMAL FEED COMPLETE, PREPARED
73,2013,23099060,IMPORTS,GUYANA,96799,292269,,OTHER ANIMAL FEED COMPLETE, PREPARED
74,2013,23099060,IMPORTS,NETHERLANDS,94,335,,OTHER ANIMAL FEED COMPLETE, PREPARED
75,2013,23099060,IMPORTS,USA,554852,2959149,,OTHER ANIMAL FEED COMPLETE, PREPARED
76,2003,23099090,IMPORTS,USA,47996906,95407562,1.9878,OTHER ANIMAL FEED
77,2003,23099090,IMPORTS,PUERTO RICO,767217,2617638,3.4119,OTHER ANIMAL FEED
78,2003,23099090,IMPORTS,NETHERLANDS,696644,2075751,2.9796,OTHER ANIMAL FEED
79,2003,23099090,IMPORTS,GERMANY,79263,964216,12.1648,OTHER ANIMAL FEED
80,2003,23099090,IMPORTS,NETHERLANDS ANTILLES,74010,891143,12.0408,OTHER ANIMAL FEED
81,2003,23099090,IMPORTS,JAMAICA,169111,786184,4.6489,OTHER ANIMAL FEED
82,2003,23099090,IMPORTS,DENMARK,59616,726522,12.1867,OTHER ANIMAL FEED
83,2003,23099090,IMPORTS,VENEZUELA,12015,501265,41.7199,OTHER ANIMAL FEED
84,2003,23099090,IMPORTS,UNITED KINGDOM,13053,475470,36.4261,OTHER ANIMAL FEED
85,2003,23099090,IMPORTS,BRAZIL,10492,428076,40.8002,OTHER ANIMAL FEED
86,2003,23099090,IMPORTS,DOMINICAN REP.,117450,263699,2.2452,OTHER ANIMAL FEED
87,2003,23099090,IMPORTS,GUYANA,189000,129450,0.6849,OTHER ANIMAL FEED
88,2003,23099090,IMPORTS,CANADA,1979,57343,28.9757,OTHER ANIMAL FEED
89,2003,23099090,IMPORTS,INDIA,215,2204,10.2512,OTHER ANIMAL FEED
90,2003,23099090,IMPORTS,AUSTRALIA,15,552,36.8,OTHER ANIMAL FEED
91,2003,23099090,IMPORTS,CHINA,5,333,66.6,OTHER ANIMAL FEED
92,2004,23099090,IMPORTS,USA,85497961,126541673,1.4801,OTHER ANIMAL FEED
93,2004,23099090,IMPORTS,NETHERLANDS ANTILLES,290718,3496371,12.0267,OTHER ANIMAL FEED
94,2004,23099090,IMPORTS,PUERTO RICO,501864,3350205,6.6755,OTHER ANIMAL FEED
95,2004,23099090,IMPORTS,VENEZUELA,44805,1769507,39.4935,OTHER ANIMAL FEED
96,2004,23099090,IMPORTS,JAMAICA,432702,1037713,2.3982,OTHER ANIMAL FEED
97,2004,23099090,IMPORTS,NETHERLANDS,59625,727537,12.2019,OTHER ANIMAL FEED
98,2004,23099090,IMPORTS,DOMINICAN REP.,195300,416036,2.1302,OTHER ANIMAL FEED
99,2004,23099090,IMPORTS,UNITED KINGDOM,8149,355207,43.589,OTHER ANIMAL FEED
100,2004,23099090,IMPORTS,ECUADOR,21211,266153,12.5479,OTHER ANIMAL FEED
101,2004,23099090,IMPORTS,BRAZIL,14843,166925,11.246,OTHER ANIMAL FEED
102,2004,23099090,IMPORTS,CANADA,5985,71977,12.0262,OTHER ANIMAL FEED
103,2004,23099090,IMPORTS,GREECE,31,13275,428.2258,OTHER ANIMAL FEED
104,2004,23099090,IMPORTS,AUSTRALIA,4,1256,314,OTHER ANIMAL FEED
105,2004,23099090,IMPORTS,GERMANY,5,200,40,OTHER ANIMAL FEED
106,2005,23099090,IMPORTS,USA,221957048,114189516,0.5145,OTHER ANIMAL FEED PREPARATIONS
107,2005,23099090,IMPORTS,PUERTO RICO,615200,5413050,8.7988,OTHER ANIMAL FEED PREPARATIONS
108,2005,23099090,IMPORTS,NETHERLANDS ANTILLES,289507,4035481,13.9391,OTHER ANIMAL FEED PREPARATIONS
109,2005,23099090,IMPORTS,NETHERLANDS,79720,1074814,13.4824,OTHER ANIMAL FEED PREPARATIONS
110,2005,23099090,IMPORTS,JAMAICA,101240,532836,5.2631,OTHER ANIMAL FEED PREPARATIONS
111,2005,23099090,IMPORTS,VENEZUELA,13911,525191,37.7536,OTHER ANIMAL FEED PREPARATIONS
112,2005,23099090,IMPORTS,UNITED KINGDOM,15228,402285,26.4175,OTHER ANIMAL FEED PREPARATIONS
113,2005,23099090,IMPORTS,CANADA,92913,298443,3.2121,OTHER ANIMAL FEED PREPARATIONS
114,2005,23099090,IMPORTS,DOMINICAN REP.,82800,264438,3.1937,OTHER ANIMAL FEED PREPARATIONS
115,2005,23099090,IMPORTS,DOMINICA,62100,163010,2.625,OTHER ANIMAL FEED PREPARATIONS
116,2005,23099090,IMPORTS,GERMANY,2893,116516,40.2751,OTHER ANIMAL FEED PREPARATIONS
117,2005,23099090,IMPORTS,GREECE,20,9438,471.9,OTHER ANIMAL FEED PREPARATIONS
118,2005,23099090,IMPORTS,ECUADOR,4,453,113.25,OTHER ANIMAL FEED PREPARATIONS
119,2006,23099090,IMPORTS,USA,76770339,147091959,1.916,OTHER ANIMAL
120,2006,23099090,IMPORTS,NETHERLAN,478942,6589493,13.7584,OTHER ANIMAL
121,2006,23099090,IMPORTS,PUERTO RI,489109,6486735,13.2624,OTHER ANIMAL
122,2006,23099090,IMPORTS,CAYMAN IS,3442165,6124754,1.7793,OTHER ANIMAL
123,2006,23099090,IMPORTS,VENEZUELA,31867,1007262,31.6083,OTHER ANIMAL
124,2006,23099090,IMPORTS,BRAZIL,20000,555914,27.7957,OTHER ANIMAL
125,2006,23099090,IMPORTS,ARMENIA,39744,517106,13.0109,OTHER ANIMAL
126,2006,23099090,IMPORTS,UNITED KINGDOM,12569,437412,34.8009,OTHER ANIMAL
127,2006,23099090,IMPORTS,BELGIUM,362,90499,249.9972,OTHER ANIMAL
128,2006,23099090,IMPORTS,CANADA,22697,75581,3.33,OTHER ANIMAL
129,2006,23099090,IMPORTS,GREECE,67,25544,381.2537,OTHER ANIMAL
130,2006,23099090,IMPORTS,ARGENTINA,530,23271,43.9075,OTHER ANIMAL
131,2006,23099090,IMPORTS,GERMANY,164,13786,84.061,OTHER ANIMAL
132,2006,23099090,IMPORTS,GUYANA,20000,5697,0.2848,OTHER ANIMAL
133,2006,23099090,IMPORTS,INDIA,220,2889,13.1318,OTHER ANIMAL
134,2007,23099090,IMPORTS,USA,56196258,167609441,2.9826,OTHER ANIMAL FE
135,2007,23099090,IMPORTS,NETHERLANDS,476392,6767386,14.2055,OTHER ANIMAL FE
136,2007,23099090,IMPORTS,PUERTO RICO,443729,6517548,14.6881,OTHER ANIMAL FE
137,2007,23099090,IMPORTS,DOMINICAN REP.,317250,1110528,3.5005,OTHER ANIMAL FE
138,2007,23099090,IMPORTS,UNITED KINGDOM,28648,1056825,36.89,OTHER ANIMAL FE
139,2007,23099090,IMPORTS,BRAZIL,22500,626692,27.853,OTHER ANIMAL FE
140,2007,23099090,IMPORTS,BELGIUM,1250,437786,350.2288,OTHER ANIMAL FE
141,2007,23099090,IMPORTS,CANADA,51799,300941,5.8098,OTHER ANIMAL FE
142,2007,23099090,IMPORTS,JAMAICA,10186,116456,11.4329,OTHER ANIMAL FE
143,2007,23099090,IMPORTS,VENEZUELA,805,102993,127.9416,OTHER ANIMAL FE
144,2007,23099090,IMPORTS,AUSTRALIA,16577,58711,3.5417,OTHER ANIMAL FE
145,2007,23099090,IMPORTS,INDIA,1500,52467,34.978,OTHER ANIMAL FE
146,2007,23099090,IMPORTS,CHINA,1619,49213,30.3972,OTHER ANIMAL FE
147,2007,23099090,IMPORTS,ARGENTINA,427,15343,35.9321,OTHER ANIMAL FE
148,2007,23099090,IMPORTS,GERMANY,161,13084,81.2671,OTHER ANIMAL FE
149,2008,23099090,IMPORTS,USA,81789140,272220652,3.3283,OTHER ANIMAL FEED PREPARATIONS
150,2008,23099090,IMPORTS,NETHERLANDS,339966,6654612,19.5743,OTHER ANIMAL FEED PREPARATIONS
151,2008,23099090,IMPORTS,PUERTO RICO,284150,3983890,14.0204,OTHER ANIMAL FEED PREPARATIONS
152,2008,23099090,IMPORTS,NETHERLANDS ANTILLES,178848,2745127,15.3489,OTHER ANIMAL FEED PREPARATIONS
153,2008,23099090,IMPORTS,UNITED KINGDOM,78627,2482692,31.5756,OTHER ANIMAL FEED PREPARATIONS
154,2008,23099090,IMPORTS,CANADA,52488,365346,6.9606,OTHER ANIMAL FEED PREPARATIONS
155,2008,23099090,IMPORTS,BRAZIL,11250,312791,27.8036,OTHER ANIMAL FEED PREPARATIONS
156,2008,23099090,IMPORTS,DOMINICAN REP.,63450,285848,4.5051,OTHER ANIMAL FEED PREPARATIONS
157,2008,23099090,IMPORTS,BELGIUM,750,260091,346.788,OTHER ANIMAL FEED PREPARATIONS
158,2008,23099090,IMPORTS,GREECE,66,54115,819.9242,OTHER ANIMAL FEED PREPARATIONS
159,2008,23099090,IMPORTS,CHINA,2234,39578,17.7162,OTHER ANIMAL FEED PREPARATIONS
160,2008,23099090,IMPORTS,ARGENTINA,880,35774,40.6523,OTHER ANIMAL FEED PREPARATIONS
161,2008,23099090,IMPORTS,TAIWAN,260,13288,51.1077,OTHER ANIMAL FEED PREPARATIONS
162,2008,23099090,IMPORTS,GERMANY,103,7070,68.6408,OTHER ANIMAL FEED PREPARATIONS
163,2008,23099090,IMPORTS,ISRAEL,1,63,63,OTHER ANIMAL FEED PREPARATIONS
164,2009,23099090,IMPORTS,USA,67428239,163192246,2.4202,OTHER ANIMAL FEED PREPARATIONS
165,2009,23099090,IMPORTS,NETHERLANDS,398546,7231086,18.1437,OTHER ANIMAL FEED PREPARATIONS
166,2009,23099090,IMPORTS,PUERTO RICO,524655,6334959,12.0745,OTHER ANIMAL FEED PREPARATIONS
167,2009,23099090,IMPORTS,BRAZIL,38125,1270060,33.313,OTHER ANIMAL FEED PREPARATIONS
168,2009,23099090,IMPORTS,UNITED KINGDOM,33496,1052568,31.4237,OTHER ANIMAL FEED PREPARATIONS
169,2009,23099090,IMPORTS,CHINA,118839,855667,7.2002,OTHER ANIMAL FEED PREPARATIONS
170,2009,23099090,IMPORTS,CANADA,89859,433979,4.8296,OTHER ANIMAL FEED PREPARATIONS
171,2009,23099090,IMPORTS,ARGENTINA,928,40189,43.3071,OTHER ANIMAL FEED PREPARATIONS
172,2009,23099090,IMPORTS,GREECE,21,27063,1288.7143,OTHER ANIMAL FEED PREPARATIONS
173,2009,23099090,IMPORTS,GERMANY,184,13257,72.0489,OTHER ANIMAL FEED PREPARATIONS
174,2009,23099090,IMPORTS,INDIA,936,12507,13.3622,OTHER ANIMAL FEED PREPARATIONS
175,2009,23099090,IMPORTS,IRELAND,36,3982,110.6111,OTHER ANIMAL FEED PREPARATIONS
176,2010,23099090,IMPORTS,USA,24930440,98072879,3.9339,OTHER ANIMAL FEED PREPARATIONS
177,2010,23099090,IMPORTS,BAHAMAS,1419,11745765,8277.4947,OTHER ANIMAL FEED PREPARATIONS
178,2010,23099090,IMPORTS,NETHERLANDS,399623,9192877,23.0039,OTHER ANIMAL FEED PREPARATIONS
179,2010,23099090,IMPORTS,PUERTO RICO,511487,6762697,13.2216,OTHER ANIMAL FEED PREPARATIONS
180,2010,23099090,IMPORTS,UNITED KINGDOM,37170,890083,23.9463,OTHER ANIMAL FEED PREPARATIONS
181,2010,23099090,IMPORTS,BRAZIL,110167,590546,5.3605,OTHER ANIMAL FEED PREPARATIONS
182,2010,23099090,IMPORTS,CANADA,89808,413091,4.5997,OTHER ANIMAL FEED PREPARATIONS
183,2010,23099090,IMPORTS,JAMAICA,7621,220193,28.8929,OTHER ANIMAL FEED PREPARATIONS
184,2010,23099090,IMPORTS,CHINA,6297,68568,10.889,OTHER ANIMAL FEED PREPARATIONS
185,2010,23099090,IMPORTS,ARGENTINA,1060,45404,42.834,OTHER ANIMAL FEED PREPARATIONS
186,2010,23099090,IMPORTS,TAIWAN,75,13722,182.96,OTHER ANIMAL FEED PREPARATIONS
187,2011,23099090,IMPORTS,ARGENTINA,1092,49472,,OTHER ANIMAL FEED
188,2011,23099090,IMPORTS,BRAZIL,6250,175592,,OTHER ANIMAL FEED
189,2011,23099090,IMPORTS,BULGARIA,19107,278671.98,,OTHER ANIMAL FEED
190,2011,23099090,IMPORTS,CANADA,23400,125149.1,,OTHER ANIMAL FEED
191,2011,23099090,IMPORTS,CHINA,7150,79594.62,,OTHER ANIMAL FEED
192,2011,23099090,IMPORTS,GERMANY,510,4982.71,,OTHER ANIMAL FEED
193,2011,23099090,IMPORTS,INDIA,3535,38538,,OTHER ANIMAL FEED
194,2011,23099090,IMPORTS,JAMAICA,8970,175720.97,,OTHER ANIMAL FEED
195,2011,23099090,IMPORTS,NETHERLANDS,955838,20262375.53,,OTHER ANIMAL FEED
196,2011,23099090,IMPORTS,PUERTO RICO,572328,7952053.46,,OTHER ANIMAL FEED
197,2011,23099090,IMPORTS,SWITZERLAND,5,550,,OTHER ANIMAL FEED
198,2011,23099090,IMPORTS,U. S. A.,51385574,151460538.76,,OTHER ANIMAL FEED
199,2011,23099090,IMPORTS,UNITED KINGDOM,38704,1553855.29,,OTHER ANIMAL FEED
200,2012,23099090,IMPORTS,ARGENTINA,850,40071,,OTHER ANIMAL FEED PREPARATIONS
201,2012,23099090,IMPORTS,BRAZIL,16796,446013,,OTHER ANIMAL FEED PREPARATIONS
202,2012,23099090,IMPORTS,CANADA,70563,409537,,OTHER ANIMAL FEED PREPARATIONS
203,2012,23099090,IMPORTS,CHINA,138552,684653,,OTHER ANIMAL FEED PREPARATIONS
204,2012,23099090,IMPORTS,ECUADOR,56995,1275424,,OTHER ANIMAL FEED PREPARATIONS
205,2012,23099090,IMPORTS,GERMANY,365,17788,,OTHER ANIMAL FEED PREPARATIONS
206,2012,23099090,IMPORTS,GUYANA,423,5270,,OTHER ANIMAL FEED PREPARATIONS
207,2012,23099090,IMPORTS,ITALY,342,9511,,OTHER ANIMAL FEED PREPARATIONS
208,2012,23099090,IMPORTS,JAMAICA,65500,887473,,OTHER ANIMAL FEED PREPARATIONS
209,2012,23099090,IMPORTS,JAPAN,62,4648,,OTHER ANIMAL FEED PREPARATIONS
210,2012,23099090,IMPORTS,NETHERLANDS,878341,18510805,,OTHER ANIMAL FEED PREPARATIONS
211,2012,23099090,IMPORTS,PUERTO RICO,724874,10538257,,OTHER ANIMAL FEED PREPARATIONS
212,2012,23099090,IMPORTS,SPAIN,993,52560,,OTHER ANIMAL FEED PREPARATIONS
213,2012,23099090,IMPORTS,TAIWAN,700,13563,,OTHER ANIMAL FEED PREPARATIONS
214,2012,23099090,IMPORTS,UNITED KINGDOM,21413,435542,,OTHER ANIMAL FEED PREPARATIONS
215,2012,23099090,IMPORTS,USA,63034777,192747183,,OTHER ANIMAL FEED PREPARATIONS
216,2013,23099090,IMPORTS,ARUBA,1368,22285,,OTHER ANIMAL FEED PREPARATIONS
217,2013,23099090,IMPORTS,BRAZIL,20284,540634,,OTHER ANIMAL FEED PREPARATIONS
218,2013,23099090,IMPORTS,CANADA,72343,453876,,OTHER ANIMAL FEED PREPARATIONS
219,2013,23099090,IMPORTS,CHINA,271080,1384147,,OTHER ANIMAL FEED PREPARATIONS
220,2013,23099090,IMPORTS,CUBA,1522,24782,,OTHER ANIMAL FEED PREPARATIONS
221,2013,23099090,IMPORTS,ECUADOR,92430,444131,,OTHER ANIMAL FEED PREPARATIONS
222,2013,23099090,IMPORTS,GREECE,409,44303,,OTHER ANIMAL FEED PREPARATIONS
223,2013,23099090,IMPORTS,JAMAICA,103929,1440821,,OTHER ANIMAL FEED PREPARATIONS
224,2013,23099090,IMPORTS,NETHERLANDS,1233684,25496083,,OTHER ANIMAL FEED PREPARATIONS
225,2013,23099090,IMPORTS,PUERTO RICO,785314,11781254,,OTHER ANIMAL FEED PREPARATIONS
226,2013,23099090,IMPORTS,SWITZERLAND,196,22640,,OTHER ANIMAL FEED PREPARATIONS
227,2013,23099090,IMPORTS,UNITED KINGDOM,18258,592674,,OTHER ANIMAL FEED PREPARATIONS
228,2013,23099090,IMPORTS,USA,55497522,178308278,,OTHER ANIMAL FEED PREPARATIONS
